code,name,river,basin,state,district,division,lat,lon,rl_zero,warning_level,danger_level,hfl,hfl_date
005-SWRDKOCHI,KUNIYIL,Chaliyar,West flowing rivers from Tapi to Tadri,Kerala,MALAPPURAM,"Southern Western River Division(SWRD), Kochi",11.239444444444445,76.02333333333333,0.0,10.85,11.85,12.14,2019-08-09
005-TDSURAT,MOTINAROLI,Kim,Narmada,Gujarat,Surat,"Executive Engineer, Tapi Division, Surat",21.23777777777778,72.96333333333334,5.0,,,18.225,2019-08-05
005-UBDDIB,Passighat,Siang,Brahmaputra,Arunachal Pradesh,EAST SIANG,"Upper Brahmaputra Division (UBD), Dibrugarh",28.07777777777778,95.33555555555554,130.0,152.96,153.96,157.54,2000-06-11
005-UKDPUNE,KURUNDWAD,Krishna,Krishna,Maharashtra,Kolhapur,"Upper Krishna Division(UKD), Pune",16.684444444444445,74.60222222222221,519.455,535.64,537.16,541.35,2019-08-10
005-UYDDEL,Haripur,Tons (South),Ganga,Uttarakhand,Dehradun,"Upper Yamuna Division(UYD), New Delhi",30.537222222222223,77.82583333333334,473.0,481.5,482.5,482.48,1988-09-25
005-cdbng,BYALADAHALLI,Haridra,Krishna,Karnataka,Davanagere,"Cauvery Division, Bangaluru",14.43388888888889,75.77972222222222,528.4,534.9,535.4,538.45,1992-11-17
005-cdjapr,Mahidpur,Shipra,Ganga,Madhya Pradesh,UJJAIN,"Chambal Division(CD), Jaipur",23.48,75.6375,442.0,453.0,454.0,456.3,2006-08-10
005-jhelum,Rammunshibagh (near Srinagar),Jhelum,Indus,Jammu & Kashmir,SRINAGAR,"Chenab Division(CD), Jammu",34.06944444444445,74.8386111111111,1576.4,1585.48,1586.4,1589.0,2014-09-08
005-mdsil,HAORA,Haora,Barak and Others,Tripura,WEST TRIPURA,"Meghna Division(MD), Silchar",23.82611111111111,91.27277777777778,6.0,10.0,10.7,12.42,2024-08-22
005-mgd2lkn,Neemsar,Gomti,Ganga,Uttar Pradesh,SITAPUR,"Middle Ganga Division-II(MGD-II), Lucknow",27.34611111111111,80.47777777777777,115.0,125.8,126.8,129.08,
005-mgd3vns,Mirzapur,Ganga,Ganga,Uttar Pradesh,MIRZAPUR,"Middle Ganga Division-III(MGD-III), Varanasi",25.1546,82.5296,60.0,76.724,77.724,80.34,1978-09-09
005-mgd4ptn,Samastipur,Burhi Gandak,Ganga,Bihar,SAMASTIPUR,"Lower Ganga Division-I(LGD-I), Patna",25.860833333333336,85.80499999999999,38.0,45.02,46.02,49.38,1987-08-15
005-srdcbe,THENGUMARAHADA,Moyar,Cauvery,Tamil Nadu,Nilgiris,"Southern River Division(SRD), Coimbatore",11.572777777777777,76.91916666666667,336.65,341.0,342.0,342.4,2009-11-10
005-ugdhyd,NMD-Weir,Godavari,Godavari,Maharashtra,Nashik,"Upper Godavari Division(UGD), Hyderabad",20.009166666666665,74.13194444444444,0.0,,,,
005-wgdngp,Sitekasa,Bawanthadi,Godavari,Maharashtra,Bhandara,"Wainganga Division(WD), Nagpur",21.58111111111111,79.8,301.0,,,311.5,1994-09-06
006-CDBNG,HOLEHONNUR,Bhadra,Krishna,Karnataka,Shivamogga,"Cauvery Division, Bangaluru",13.97638888888889,75.68527777777778,552.725,560.2,560.725,563.465,2024-07-31
006-DDASL,Hendegir,Damodar,Ganga,Jharkhand,HAZARIBAG,"Damodar Division(DD), Asansol",23.704722222222223,85.1725,0.0,364.24,365.24,369.21,2017-07-26
006-ERDBWN,Adityapur,Karkari,Subernarekha,Jharkhand,PASHCHIMI SINGHBHUM,"Eastern Rivers Division(ERD), Bhubaneswar",22.79138888888889,86.17361111111111,123.0,,,137.8,2008-06-18
006-HGDDDN,Rudraprayag (M),Mandakini,Ganga,Uttarakhand,Rudraprayag,"Himalayan Ganga Division,Haridwar",30.288611111111116,78.97916666666667,614.0,625.0,626.0,634.0,2013-06-17
006-LBDJPG,Barabisha,Sankosh,Brahmaputra,West Bengal,ALIPURDUAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.47472222222222,89.7863888888889,40.0,,,50.1,1973-10-13
006-LGD3BEH,BERHAIT (SEASONAL DISCHARGE)),Gumani,Ganga,Jharkhand,Sahebganj,"Lower Ganga Division III(LGD-III), Berhampore",24.89472222222222,87.61638888888888,44.0,,47.53,49.8,2000-09-21
006-LGDHYD,Jagdalpur,Indravathi,Godavari,Chhattisgarh,BASTAR,"Lower Godavari Division(LGD), Hyderabad",19.10805555555556,82.02277777777778,532.501,539.5,540.8,544.68,1973-07-09
006-LKDHYD,Jewangi,Kagina,Krishna,Telangana,RANGA REDDY,"Lower Krishna Division(LKD), Hyderabad",17.254444444444445,77.46277777777777,421.1,425.5,426.6,427.8,2020-10-14
006-LYDAGR,KALPI,Yamuna,Ganga,Uttar Pradesh,JALAUN,"Lower Yamuna Division(LYD), Agra",26.129166666666663,79.75944444444444,85.0,107.0,108.0,112.98,1996-08-25
006-MAHGAND,Paderdibadi,Mahi,Mahi,Rajasthan,DUNGARPUR,"Executive Engineer, Mahi Divison, Gandhinagar",23.76638888888889,74.13388888888889,131.0,,,149.65,2006-08-19
006-MBDGHY,Puthimari NH Rd Xing,Puthimari,Brahmaputra,Assam,KAMRUP,"Middle Brahmaputra Division (MBD), Guwahati",26.36583333333333,91.6527777777778,44.0,51.31,52.31,55.08,2008-08-31
006-MDSIL,GAJARIA,Burima,Barak and Others,Tripura,Sepahijala,"Meghna Division(MD), Silchar",23.649444444444445,91.23083333333334,5.0,8.6,9.2,11.25,
006-MGD1LKN,Paliakalan,Sarda,Ganga,Uttar Pradesh,Lakhimpur Kheri,"Middle Ganga Division-I(MGD-I), Lucknow",28.385,80.55333333333333,148.0,153.59,154.59,155.82,2021-10-20
006-MGD3VNS,Varanasi,Ganga,Ganga,Uttar Pradesh,VARANASI,"Middle Ganga Division-III(MGD-III), Varanasi",25.32583333333333,83.03999999999999,57.0,70.262,71.262,73.901,1978-09-09
006-NDBHP,Patan,Hiran,Narmada,Madhya Pradesh,JABALPUR,"Narmada Division(ND), Bhopal",23.311694444444445,79.66280555555556,338.5,,,356.83,2005-06-07
006-SHDSIM,BAROT,Uhl,Indus,Himachal Pradesh,MANDI,"Snow Hydrology Division(SHD), Shimla",32.04672222222222,76.83305555555555,1818.0,,,1826.72,2018-09-22
006-SRDCBE,SEVANUR,Chittar,Cauvery,Tamil Nadu,Salem,"Southern River Division(SRD), Coimbatore",11.551944444444445,77.73194444444445,170.0,173.0,173.25,173.33,2005-10-24
006-SWRDKOCHI,KARATHODU,Kadalundi,West flowing rivers from Tadri to Kanyakumari,Kerala,MALAPPURAM,"Southern Western River Division(SWRD), Kochi",11.056944444444444,76.03944444444444,2.0,12.0,13.0,14.7,2018-08-17
006-TDSURAT,CHANWADA,Orsang,Narmada,Gujarat,Vadodara,"Executive Engineer, Tapi Division, Surat",22.05,73.46527777777779,15.0,,,33.55,
006-UBDDIB,Tezu,Lohit,Brahmaputra,Arunachal Pradesh,LOHIT,"Upper Brahmaputra Division (UBD), Dibrugarh",27.910833333333333,96.17055555555557,183.0,,,197.8,1996-07-16
006-UGDHYD,Kopergaon,Godavari,Godavari,Maharashtra,Ahmadnagar,"Upper Godavari Division(UGD), Hyderabad",19.89,74.49,485.5,490.9,493.68,499.17,1969-08-01
006-UKDPUNE,Terwad (Seasonal),Panchganga,Krishna,Maharashtra,Kolhapur,"Upper Krishna Division(UKD), Pune",16.67638888888889,74.57416666666666,520.0,534.0,536.0,541.64,2019-08-10
006-UYDDEL,Yashwant Nagar,Giri,Ganga,Himachal Pradesh,SIRMAUR,"Upper Yamuna Division(UYD), New Delhi",30.88222222222222,77.20944444444444,890.0,,,903.8,2008-09-20
006-WGDNGP,Bhandara,Wainganga,Godavari,Maharashtra,Bhandara,"Wainganga Division(WD), Nagpur",21.149166666666662,79.66861111111112,235.0,245.5,245.7,250.9,2005-09-16
006-chejmu,Safapora,Jhelum,Indus,Jammu & Kashmir,Bandipora,"Chenab Division(CD), Jammu",34.24611111111111,74.6325,1574.5,1580.52,1581.28,1582.2,2014-09-09
006-mdburla,Bamnidhi,Hasdeo,Mahanadi,Chhattisgarh,JANJGIR - CHAMPA,"Mahanadi Division(MD), Burla",21.9,82.71333333333334,223.0,,,229.255,1975-08-22
006-mgd2lkn,Bhatpurwaghat,Gomti,Ganga,Uttar Pradesh,SITAPUR,"Middle Ganga Division-II(MGD-II), Lucknow",27.191111111111116,80.8,107.0,113.3,114.3,115.55,
006-mgd4ptn,Rosera,Burhi Gandak,Ganga,Bihar,SAMASTIPUR,"Lower Ganga Division-I(LGD-I), Patna",25.749722222222225,86.02111111111111,35.5,41.63,42.63,46.56,2020-08-03
006-mgd5ptn,Bhagalpur,Ganga,Ganga,Bihar,BHAGALPUR,"Lower Ganga Division-II(LGD-II), Patna",25.26944444444444,87.01555555555555,25.5,32.68,33.68,34.86,2021-08-18
007-CDBNG,HOOVINAHOLE,Swarnamukhi,Krishna,Karnataka,Chitradurga,"Cauvery Division, Bangaluru",13.9825,76.74916666666667,93.5,99.0,99.5,97.78,2022-09-06
007-CDJAIPUR,Gandhi Sagar Reservoir,Chambal,Ganga,Madhya Pradesh,MANDSAUR,"Chambal Division(CD), Jaipur",24.65,75.61,381.29,,,,
007-DDASL,Ramgarh,Damodar,Ganga,Jharkhand,RAMGARH,"Damodar Division(DD), Asansol",23.641666666666666,85.5111111111111,0.0,306.51,307.51,316.68,1978-09-26
007-ERDBWN,Muri,Subarnarekha,Subernarekha,Jharkhand,RANCHI,"Eastern Rivers Division(ERD), Bhubaneswar",23.36888888888889,85.87527777777777,231.0,,,238.12,2008-07-09
007-HGDDDN,Srinagar,Alaknanda,Ganga,Uttarakhand,PAURI GARHWAL,"Himalayan Ganga Division,Haridwar",30.22888888888889,78.78666666666666,525.0,535.0,536.0,537.9,2013-06-17
007-HYDCHENNAI,Tadipatri,Pennar,Pennar,Andhra Pradesh,ANANTAPUR,"Hydrology Division(HD),Chennai",14.921944444444444,78.01638888888888,224.0,228.84,229.84,230.34,1975-11-04
007-LBDJPG,Sankosh LRP,Sankosh,Brahmaputra,West Bengal,ALIPURDUAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.45777777777778,89.85805555555555,40.0,,,49.25,2017-07-09
007-LGD3BEH,BAZARSAU (SEASONAL),Babla,Ganga,West Bengal,MURSHIDABAD,"Lower Ganga Division III(LGD-III), Berhampore",23.857222222222223,88.16583333333334,6.5,,,18.75,2000-09-22
007-LKDHYD,Malkhed,Kagina,Krishna,Karnataka,Kalaburagi,"Lower Krishna Division(LKD), Hyderabad",17.203333333333333,77.1563888888889,390.0,398.0,399.0,403.19,2020-10-15
007-LYDAGRA,BASODA,Betwa,Ganga,Madhya Pradesh,VIDISHA,"Lower Yamuna Division(LYD), Agra",23.88722222222222,77.92027777777778,378.0,395.05,396.05,405.605,2022-08-23
007-MAHGAND,Kadana Dam,Mahi,Mahi,Gujarat,Mahisagar,"Executive Engineer, Mahi Divison, Gandhinagar",23.30527777777778,73.82472222222222,113.69,,,,1989-09-09
007-MBDGHY,Suklai,Suklai,Brahmaputra,Assam,Baksa,"Middle Brahmaputra Division (MBD), Guwahati",26.65373333333333,91.71483888888888,0.0,,,76.2,2023-08-28
007-MDBURLA,Thethetanger,Ib,Mahanadi,Chhattisgarh,JASHPUR,"Mahanadi Division(MD), Burla",22.646666666666665,83.93361111111112,354.0,,,365.615,1987-08-28
007-MDSIL,TULARGRAM,Sonai,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.71611111111111,92.885,10.0,,,24.73,1989-08-01
007-MGD1LKN,Shardanagar,Sarda,Ganga,Uttar Pradesh,Lakhimpur Kheri,"Middle Ganga Division-I(MGD-I), Lucknow",28.063333333333333,80.965,130.0,134.49,135.49,136.55,1993-09-16
007-MGD3VNS,Ghazipur,Ganga,Ganga,Uttar Pradesh,GHAZIPUR,"Middle Ganga Division-III(MGD-III), Varanasi",25.58,83.58833333333332,0.0,62.1,63.105,65.22,1978-09-09
007-MGD5PTN,Kahalgaon,Ganga,Ganga,Bihar,BHAGALPUR,"Lower Ganga Division-II(LGD-II), Patna",25.265833333333333,87.22611111111111,22.9,30.09,31.09,32.87,2003-09-17
007-NDBHP,kogaon,Kundi,Narmada,Madhya Pradesh,Khargone,"Narmada Division(ND), Bhopal",22.10138888888889,75.68480555555556,149.0,158.5,159.5,164.25,2010-09-09
007-SRDCBE,THEVUR,Sarabenga,Cauvery,Tamil Nadu,Salem,"Southern River Division(SRD), Coimbatore",11.527222222222225,77.75083333333333,168.0,171.5,172.5,173.2,2010-02-10
007-SWRDKOCHI,PULAMANTHOLE,Pulanthodu,West flowing rivers from Tadri to Kanyakumari,Kerala,PALAKKAD,"Southern Western River Division(SWRD), Kochi",10.898055555555556,76.19194444444445,10.4,15.6,16.6,20.25,2019-08-09
007-UBDDIB,Dholabazar,Lohit,Brahmaputra,Assam,TINSUKIA,"Upper Brahmaputra Division (UBD), Dibrugarh",27.76361111111111,95.56611111111113,122.0,127.27,128.27,130.07,2012-09-22
007-UYDDEL,Jateon Barrage,Giri,Ganga,Himachal Pradesh,SIRMAUR,"Upper Yamuna Division(UYD), New Delhi",30.5875,77.46833333333333,609.0,,,616.35,2012-08-31
007-WGDNGP,Ramakona,Kanhan,Godavari,Madhya Pradesh,UMARIA,"Wainganga Division(WD), Nagpur",21.718888888888888,78.82416666666666,335.95,,,349.2,2020-08-29
007-lgdhyd,Sonarpal (Narangi Markandi),Narangi,Godavari,Chhattisgarh,BASTAR,"Lower Godavari Division(LGD), Hyderabad",19.26972222222222,81.88388888888889,530.5,,,543.2,2020-08-21
007-mgd2lkn,Kalagarh,Ramganga,Ganga,Uttarakhand,PAURI GARHWAL,"Middle Ganga Division-II(MGD-II), Lucknow",29.497222222222224,78.76055555555556,0.0,,,263.67,2010-09-19
007-mgd4ptn,Khagaria,Burhi Gandak,Ganga,Bihar,KHAGARIA,"Lower Ganga Division-I(LGD-I), Patna",25.486666666666668,86.43694444444445,28.0,35.58,36.58,39.22,1976-08-16
007-ugdhyd,Pachegaon,Pravara,Godavari,Maharashtra,Ahmadnagar,"Upper Godavari Division(UGD), Hyderabad",19.53527777777778,74.83361111111111,470.0,,,478.0,2006-08-07
007-ukdpune,Sadalga (Seasonal),Dudhganga,Krishna,Karnataka,Belgaum,"Upper Krishna Division(UKD), Pune",16.56361111111111,74.5275,525.16,537.8,538.8,541.125,2019-08-10
008-CDJAPR,Bigod,Banas,Ganga,Rajasthan,BHILWARA,"Chambal Division(CD), Jaipur",25.250555555555557,75.03416666666666,341.0,351.565,352.565,353.265,2016-08-08
008-DDASL,Tenughat Reservoir,Damodar,Ganga,Jharkhand,BOKARO,"Damodar Division(DD), Asansol",23.72472222222222,85.83999999999999,0.0,,268.834,265.56,1985-09-17
008-ERDBWN,Jamshedpur,Subarnarekha,Subernarekha,Jharkhand,PURBI SINGHBHUM,"Eastern Rivers Division(ERD), Bhubaneswar",22.815555555555555,86.21611111111112,111.0,122.5,123.5,129.82,1973-10-12
008-HGDDDN,Uttarkashi,Bhagirathi,Ganga,Uttarakhand,Uttarkashi,"Himalayan Ganga Division,Haridwar",30.729166666666664,78.44694444444445,1114.0,1122.0,1123.0,1125.07,1978-08-10
008-HYDCHENNAI,Alladupalli,Kunderu,Pennar,Andhra Pradesh,CUDDAPAH,"Hydrology Division(HD),Chennai",14.717222222222222,78.66861111111112,131.955,141.735,142.735,143.235,2007-06-24
008-LBDJPG,Golokganj,Sankosh,Brahmaputra,Assam,DHUBRI,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.107222222222223,89.8236111111111,0.0,28.94,29.94,30.95,2007-09-08
008-LGD3BEH,BERHAMPORE,Bhagirathi-II (WB)*,Ganga,West Bengal,MURSHIDABAD,"Lower Ganga Division III(LGD-III), Berhampore",24.089166666666664,88.2425,10.0,16.92,17.22,19.125,2000-09-22
008-LKDHYD,Yadgir,Bhima,Krishna,Karnataka,Yadgir,"Lower Krishna Division(LKD), Hyderabad",16.7375,77.12527777777777,350.503,359.503,360.503,362.023,2020-10-16
008-LYDAGRA,NAUTGHAT,Betwa,Ganga,Uttar Pradesh,JHANSI,"Lower Yamuna Division(LYD), Agra",25.391944444444444,78.66388888888889,188.0,204.0,205.0,207.99,1983-09-01
008-MAHGAND,Wanakbori Weir,Mahi,Mahi,Gujarat,Mahisagar,"Executive Engineer, Mahi Divison, Gandhinagar",22.9475,73.42944444444444,62.48,71.93,74.98,76.1,
008-MDBURLA,Sundergarh,Ib,Mahanadi,Odisha,SUNDARGARH,"Mahanadi Division(MD), Burla",22.11527777777778,83.39916666666667,214.0,,,222.9,1998-09-11
008-MDSIL,ANIPUR,Singla,Barak and Others,Assam,KARIMGANJ,"Meghna Division(MD), Silchar",24.54361111111111,92.43305555555555,13.0,,,20.0,1984-09-15
008-MGD1LKN,Motipur,Suheli,Ganga,Uttar Pradesh,Lakhimpur Kheri,"Middle Ganga Division-I(MGD-I), Lucknow",28.348333333333333,80.92083333333333,134.0,,,141.42,1984-07-29
008-MGD3VNS,Ballia,Ganga,Ganga,Uttar Pradesh,BALLIA,"Middle Ganga Division-III(MGD-III), Varanasi",25.75,84.38333333333334,0.0,56.615,57.615,60.39,2016-08-25
008-MGD4PTN,Triveni,Gandak,Ganga,Bihar,PASHCHIM CHAMPARAN,"Lower Ganga Division-I(LGD-I), Patna",27.43583333333333,83.90694444444445,101.5,108.67,109.67,112.79,
008-MGD5PTN,Sahibganj,Ganga,Ganga,Jharkhand,Sahebganj,"Lower Ganga Division-II(LGD-II), Patna",25.247777777777777,87.64916666666667,21.0,26.25,27.25,30.91,1998-08-20
008-NDBHP,Dindori,Narmada,Narmada,Madhya Pradesh,DINDORI,"Narmada Division(ND), Bhopal",22.94811111111111,81.0761111111111,660.0,667.0,670.0,669.64,1991-08-23
008-SIDGTK,Sankalang,Teesta,Brahmaputra,Sikkim,MANGAN,"Sikkim Investigation Division, Gangtok",27.51722222222222,88.53222222222222,755.0,,,770.0,2023-10-04
008-SRDCBE,SAVANDAPUR,Bhavani,Cauvery,Tamil Nadu,Erode,"Southern River Division(SRD), Coimbatore",11.52,77.51,179.0,184.5,185.5,187.75,2018-08-17
008-TDSURAT,DAHIGAON,Girna,Tapi,Maharashtra,Jalgaon,"Executive Engineer, Tapi Division, Surat",20.83361111111111,75.4238888888889,215.798,,,222.1,2006-08-08
008-UYDDEL,Paonta,Yamuna,Ganga,Himachal Pradesh,SIRMAUR,"Upper Yamuna Division(UYD), New Delhi",30.41770555555556,77.62275833333332,372.0,383.5,384.5,384.6,1995-09-05
008-WGDNGP,Satrapur,Kanhan,Godavari,Maharashtra,Nagpur,"Wainganga Division(WD), Nagpur",21.21638888888889,79.23305555555555,263.3,,,278.43,2020-08-30
008-lgdhyd,Ambabal (Narangi),Narangi,Godavari,Chhattisgarh,BASTAR,"Lower Godavari Division(LGD), Hyderabad",19.296666666666667,81.78888888888889,534.0,,,542.55,2006-07-05
008-mgd2lkn,Moradabad,Ramganga,Ganga,Uttar Pradesh,MORADABAD,"Middle Ganga Division-II(MGD-II), Lucknow",28.826666666666668,78.79833333333333,186.0,189.6,190.6,192.88,2010-09-21
008-ubddib,Miao,Nao Dehing,Brahmaputra,Arunachal Pradesh,CHANGLANG,"Upper Brahmaputra Division (UBD), Dibrugarh",27.49361111111111,96.21916666666668,230.0,,,241.57,2004-07-09
008-ugdhyd,Lasur,Shivna,Godavari,Maharashtra,Aurangabad,"Upper Godavari Division(UGD), Hyderabad",19.9375,74.025,503.0,,,513.5,2021-09-28
008-ukdpune,Gokak,Ghatprabha,Krishna,Karnataka,Belgaum,"Cauvery Division, Bangaluru",16.18138888888889,74.80111111111111,536.0,543.0,546.0,550.35,2019-08-11
009-CDBNG,KUPPELUR,Kumudvati,Krishna,Karnataka,Haveri,"Cauvery Division, Bangaluru",14.5,75.63388888888889,531.67,537.65,538.15,540.89,2021-07-24
009-CDJAPR,Tonk,Banas,Ganga,Rajasthan,TONK,"Chambal Division(CD), Jaipur",26.197222222222223,75.84166666666667,253.0,262.0,262.8,262.05,1973-09-09
009-DDASL,Pupunki,Damodar,Ganga,Jharkhand,BOKARO,"Damodar Division(DD), Asansol",23.71444444444444,86.20222222222222,142.0,152.5,153.5,156.6,2006-09-24
009-GD3BEH,CHAPRA,Jalangi,Ganga,West Bengal,NADIA,"Lower Ganga Division III(LGD-III), Berhampore",23.504166666666663,88.55138888888888,1.0,10.435,10.961,12.035,2000-09-24
009-HGDDDN,Koteshwar,Bhagirathi,Ganga,Uttarakhand,Tehri Garhwal,"Himalayan Ganga Division,Haridwar",30.265777777777775,78.50313888888888,532.0,544.0,545.0,546.7,2013-08-15
009-LBDJPG,Rangpo,Rangpochu,Brahmaputra,Sikkim,GANGTOK DISTRICT,"Lower Brahmaputra Division (LBD), Jalpaiguri",27.171666666666667,88.52972222222222,0.0,,,304.6,1972-07-26
009-LYDAGRA,MOHANA,Betwa,Ganga,Uttar Pradesh,JALAUN,"Lower Yamuna Division(LYD), Agra",25.82361111111111,79.4625,105.0,121.66,122.66,132.16,1978-09-05
009-MAHGAND,Khanpur,Mahi,Mahi,Gujarat,Anand,"Executive Engineer, Mahi Divison, Gandhinagar",22.535,73.14027777777778,5.0,,,28.27,1990-08-24
009-MBDGHY,Lakhipur,Barak,Barak and Others,Assam,GOALPARA,"Meghna Investigation Division(MID), Shillong",24.791666666666668,93.00472222222224,0.0,,,26.96,1989-07-31
009-MDBURLA,Sankara,Jonk,Mahanadi,Chhattisgarh,MAHASAMUND,"Mahanadi Division(MD), Burla",21.28888888888889,82.65138888888889,259.0,,,271.18,2003-08-29
009-MGD1LKN,B.K.Ghat,Ghagra,Ganga,Uttar Pradesh,BAHRAICH,"Middle Ganga Division-I(MGD-I), Lucknow",28.272777777777776,81.09083333333332,128.0,135.78,136.78,137.44,1963-08-22
009-MGD3VNS,Sultanpur,Gomti,Ganga,Uttar Pradesh,SULTANPUR,"Middle Ganga Division-III(MGD-III), Varanasi",26.275277777777777,82.0667,76.0,83.73,84.73,89.445,1971-09-18
009-MGD4PTN,Khadda,Gandak,Ganga,Uttar Pradesh,KUSHINAGAR,"Lower Ganga Division-I(LGD-I), Patna",27.230833333333333,83.8761111111111,91.0,95.0,96.0,97.5,2002-07-23
009-MGD5PTN,Rewaghat,Gandak,Ganga,Bihar,MUZAFFARPUR,"Lower Ganga Division-II(LGD-II), Patna",25.993333333333336,85.04972222222221,45.0,53.41,54.41,55.46,2020-07-24
009-SWRDKOCHI,PUDUR,Kannadipuzha,West flowing rivers from Tadri to Kanyakumari,Kerala,PALAKKAD,"Southern Western River Division(SWRD), Kochi",10.777500000000002,76.51222222222222,58.0,63.5,64.5,65.14,2018-08-16
009-UBDDIB,Namsai,Nao Dehing,Brahmaputra,Arunachal Pradesh,Namsai,"Upper Brahmaputra Division (UBD), Dibrugarh",27.635555555555555,95.84805555555556,135.0,144.8,145.8,146.6,1979-10-07
009-UGDHYD,Jaikwadi Dam,Godavari,Godavari,Maharashtra,Aurangabad,"Upper Godavari Division(UGD), Hyderabad",19.487222222222226,75.3711111111111,0.0,,,,
009-UYDDEL,Hathnikund Barrage,Yamuna,Ganga,Haryana,YAMUNANAGAR,"Upper Yamuna Division(UYD), New Delhi",30.314444444444444,77.585,329.0,,,,
009-WGDNGP,Pauni,Wainganga,Godavari,Maharashtra,Bhandara,"Wainganga Division(WD), Nagpur",20.795,79.64944444444446,218.5,226.73,227.73,237.115,1994-09-07
009-hydchennai,Singavaram,Chitravathi,Pennar,Andhra Pradesh,ANANTAPUR,"Hydrology Division(HD),Chennai",14.59777777777778,78.01333333333334,254.0,260.08,261.08,261.58,2021-11-20
009-lgdhyd,Kiwaibalenga (Bawardhi),Bawardhi,Godavari,Chhattisgarh,KONDAGAON,"Lower Godavari Division(LGD), Hyderabad",19.64472222222222,81.55138888888888,562.0,,,573.47,2006-08-31
009-lkdhyd,P.D. Jurala,Krishna,Krishna,Telangana,MAHBUBNAGAR,"Lower Krishna Division(LKD), Hyderabad",16.33,77.7,0.0,,,,2012-10-09
009-mdsil,Monierkhal,Sonai,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.58305555555556,92.9563888888889,19.0,,,32.18,1989-08-01
009-mgd2lkn,Bareilly,Ramganga,Ganga,Uttar Pradesh,BAREILLY,"Middle Ganga Division-II(MGD-II), Lucknow",28.299166666666668,79.36638888888888,155.0,162.07,163.07,162.82,2010-09-22
009-ndbhp,Manot,Narmada,Narmada,Madhya Pradesh,MANDLA,"Narmada Division(ND), Bhopal",22.735833333333336,80.51311111111112,442.0,461.15,462.15,459.65,1984-08-18
009-ukdpune,Cholachagudda,Malaprabha,Krishna,Karnataka,Bagalkote,"Cauvery Division, Bangaluru",15.872222222222224,75.72333333333333,522.0,529.0,531.0,537.2,2019-08-09
010- SRDCBE,NELLITHURAI,Bhavani,Cauvery,Tamil Nadu,Coimbatore,"Southern River Division(SRD), Coimbatore",11.287777777777778,76.89111111111112,301.0,306.5,307.0,309.47,2018-08-16
010-CDBNG,MAHISHI,Tunga,Krishna,Karnataka,Shivamogga,"Cauvery Division, Bangaluru",13.697222222222225,75.33555555555554,585.0,593.5,594.0,596.985,2019-08-10
010-CDJAPR,Baranwada,Banas,Ganga,Rajasthan,SAWAI MADHOPUR,"Chambal Division(CD), Jaipur",26.002777777777776,76.67027777777778,191.0,197.0,198.0,202.865,1981-07-20
010-DDASL,Panchat Reservoir,Damodar,Ganga,Jharkhand,DHANBAD,"Damodar Division(DD), Asansol",23.68,86.75,0.0,,132.588,132.893,1959-10-02
010-ERDBWN,Jamsholaghat,Subarnarekha,Subernarekha,Odisha,MAYURBHANJ,"Eastern Rivers Division(ERD), Bhubaneswar",22.21972222222222,86.71666666666667,42.0,48.32,49.16,56.755,1978-09-03
010-HGDDDN,Devprayag (B),Bhagirathi,Ganga,Uttarakhand,Tehri Garhwal,"Himalayan Ganga Division,Haridwar",30.15194444444444,78.59944444444444,449.0,462.0,463.0,474.5,2013-06-17
010-HYDCHENNAI,Kamalapuram,Papagni,Pennar,Andhra Pradesh,CUDDAPAH,"Hydrology Division(HD),Chennai",14.580555555555556,78.67777777777778,132.65,137.7,138.7,139.2,1996-10-20
010-LBDJPG,Singlabazar,Teesta,Brahmaputra,West Bengal,DARJILING,"Lower Brahmaputra Division (LBD), Jalpaiguri",27.13055555555556,88.2786111111111,0.0,,,311.0,1980-09-05
010-LGD3BEH,ENGLISHBAZAR,Mahananda,Ganga,West Bengal,MALDAH,"Lower Ganga Division III(LGD-III), Berhampore",24.995,88.14861111111112,12.0,22.75,23.5,24.77,1998-09-10
010-MAHGAND,Panam Dam,Panam,Mahi,Gujarat,Panchmahals,"Executive Engineer, Mahi Divison, Gandhinagar",23.054166666666667,73.71666666666667,116.74,,,,
010-MBDGHY,Annapurnaghat,Barak,Barak and Others,Assam,CACHAR,"Meghna Investigation Division(MID), Shillong",24.83277777777778,92.79166666666669,5.003,18.83,19.83,21.84,1989-08-01
010-MDBURLA,Rampur,Jonk,Mahanadi,Chhattisgarh,BALODABAZAR,"Mahanadi Division(MD), Burla",21.647222222222226,82.51611111111112,217.0,,,229.665,2003-08-29
010-MGD1LKn,Elginbridge,Ghagra,Ganga,Uttar Pradesh,BARABANKI,"Middle Ganga Division-I(MGD-I), Lucknow",27.095277777777778,81.48611111111111,94.0,105.07,106.07,107.616,2014-08-18
010-NDBHP,Mandla,Narmada,Narmada,Madhya Pradesh,MANDLA,"Narmada Division(ND), Bhopal",22.598333333333333,80.36527777777778,430.0,437.0,437.8,439.405,1974-07-15
